"duration","age","town_size","gender","edu","attitude_government","ideology","interest","attention_check","ft_inparty_supporter","ft_outparty_supporter","ft_govern_sup","ft_govern_opp","ft_inparty","ft_outparty","ft_liberal","ft_conservative","ft_immigrant","ft_feminist","ft_nationalist","ft_neonazi","conspiracy_1","conspiracy_2","conspiracy_3","conspiracy_4","conspiracy_5","conspiracy_6","video","condition","pids_1","pids_2","pids_3","pids_4","outgroup_trust_1","outgroup_trust_2","outgroup_trust_3","outgroup_trust_4","social_distance_1","social_distance_2","social_distance_3","trait_1","trait_2","trait_3R","trait_4R","trait_5R","trait_6","Happy","Angry","Anxious"
885,33,1,2,3,"supporter",4,4,2,88,31,28,93,87,13,72,31,45,42,0,0,4,1,2,1,2,2,2,"ANXW",1,1,1,7,6,6,5,6,6,6,6,6,5,2,2,2,5,0,0,0
329,65,5,2,6,"opponent",3,6,2,76,34,33,42,95,32,50,33,17,63,32,6,2,2,1,1,1,1,2,"ControlW",3,3,2,3,6,4,4,5,5,5,4,4,4,4,3,3,5,0,0,0
8163,35,1,2,2,"supporter",10,5,2,100,0,100,0,100,0,0,100,0,0,90,0,1,1,1,1,2,1,1,"ANGW",7,7,7,6,1,1,1,1,3,3,2,1,1,7,7,7,1,0,1,0
661,66,2,1,3,"supporter",8,6,2,85,0,90,10,80,0,25,80,20,0,60,0,3,5,5,5,4,4,2,"ControlW",5,5,4,6,4,1,3,2,3,4,3,4,1,2,6,4,4,0,0,0
4319,27,4,1,6,"opponent",5,2,2,48,48,43,52,40,52,47,52,45,55,57,52,3,3,3,3,3,3,2,"ANXW",2,2,2,2,4,4,4,4,3,1,3,4,4,4,4,4,4,0,0,0
675,37,1,1,2,"opponent",5,1,2,1,1,55,52,2,1,54,53,53,2,2,2,3,3,3,3,3,3,1,"ANXW",4,4,4,4,1,3,3,2,5,5,5,4,4,4,4,4,4,0,0,0
644,42,2,1,5,"opponent",2,4,2,69,34,33,69,72,1,71,15,56,85,2,1,3,1,1,1,2,1,1,"ANXW",5,6,6,4,2,2,2,4,4,5,4,4,2,5,4,4,4,0,0,1
648,47,5,2,6,"opponent",5,6,2,76,0,14,80,73,0,56,30,51,54,0,0,1,3,1,1,2,1,1,"HappyW",7,5,7,7,4,4,4,1,3,2,4,2,1,5,5,4,4,0,0,0
909,58,1,2,3,"opponent",5,7,2,99,1,11,10,99,6,50,50,25,16,50,24,5,3,4,3,3,1,5,"ControlW",1,7,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
559,30,4,2,6,"opponent",0,1,2,100,0,0,100,100,0,100,0,0,30,1,0,3,5,1,1,4,1,1,"ControlW",7,7,7,7,1,1,1,1,1,1,2,1,1,7,7,7,1,0,0,0
830,42,4,2,4,"opponent",2,4,2,59,0,3,74,77,0,51,46,18,23,27,0,3,4,3,3,4,3,2,"ControlW",7,7,7,7,2,2,2,2,5,5,4,2,4,6,4,5,3,0,0,0
467,42,1,2,2,"opponent",0,2,2,47,0,0,90,67,0,47,0,25,47,0,0,4,3,4,4,4,3,5,"ANXW",7,7,7,1,2,2,2,3,4,3,2,4,1,1,1,1,1,0,0,0
340,39,1,1,3,"opponent",5,1,2,44,0,0,0,47,0,15,15,0,0,38,0,5,5,3,1,3,1,1,"ANGW",7,7,7,1,1,1,1,1,4,4,4,1,1,7,7,7,1,0,0,0
1056,72,1,2,3,"opponent",0,4,2,76,1,1,1,83,0,85,1,47,79,0,0,4,2,1,1,4,1,5,"ANXW",7,7,7,7,2,2,2,2,1,1,1,2,3,7,7,3,2,0,1,0
395,74,3,2,2,"supporter",0,6,2,86,4,2,89,88,3,85,12,67,70,12,1,4,3,2,1,2,1,2,"ANXW",1,1,1,1,5,6,6,4,3,4,4,6,6,3,3,2,6,0,0,0
625,33,4,2,6,"supporter",8,5,2,96,1,82,18,98,0,42,89,48,19,46,6,2,5,1,4,4,2,2,"ANXW",6,5,4,2,4,4,4,3,4,3,4,4,3,4,4,4,4,0,0,2
595,62,2,2,2,"supporter",10,6,2,99,1,100,4,99,1,30,94,50,2,76,1,2,3,2,2,4,2,1,"ControlW",7,6,6,6,4,1,1,1,2,2,1,3,1,7,7,7,1,0,0,0
612,34,3,1,5,"opponent",5,5,2,63,30,39,67,53,10,63,57,51,64,9,10,2,4,2,1,5,2,1,"ANXW",4,5,5,1,2,3,4,3,3,2,4,3,1,3,3,5,5,0,0,0
1127,40,1,2,1,"opponent",5,1,2,99,48,51,49,94,53,49,49,43,50,42,51,3,3,1,1,3,1,3,"ControlW",5,4,7,1,4,4,4,4,4,4,5,2,1,6,7,6,2,0,0,0
651,27,1,1,6,"supporter",5,4,2,99,1,99,0,99,0,48,51,81,1,1,1,3,3,5,1,3,5,1,"ANGW",7,7,6,5,1,1,1,1,7,7,7,4,4,4,4,4,4,0,0,0
422,34,4,2,6,"opponent",5,5,2,52,0,6,72,63,0,46,48,37,50,8,23,3,3,4,3,3,4,5,"ANXW",2,5,7,1,2,3,3,4,4,5,4,4,4,4,4,4,2,0,0,0
282,34,3,1,4,"supporter",5,4,2,51,0,51,47,50,0,50,50,12,54,49,0,3,3,3,2,3,3,2,"ANGW",4,4,4,4,2,3,2,4,4,4,4,4,4,4,4,4,4,0,0,0
676,62,4,2,3,"supporter",7,5,2,50,30,60,38,54,35,70,61,39,52,40,15,4,4,3,4,3,2,2,"ControlW",5,3,3,5,4,5,5,5,6,6,6,6,5,2,3,3,6,0,0,0
794,33,2,2,4,"opponent",5,1,2,100,0,0,80,100,0,50,50,0,0,100,0,4,4,2,3,4,2,2,"ANXW",6,6,6,6,4,4,4,4,6,6,6,4,4,4,4,4,4,0,0,0
658,35,5,1,5,"opponent",10,4,2,65,18,22,70,85,15,40,67,17,20,0,0,3,4,3,2,4,2,1,"ControlW",7,6,3,7,1,1,1,1,4,4,4,5,3,3,3,3,4,0,0,0
804,36,1,2,3,"opponent",7,4,2,82,6,50,50,96,23,47,72,21,15,77,0,5,5,5,5,4,5,4,"ANXW",4,5,4,5,3,2,3,3,5,6,5,4,3,6,6,4,3,0,0,0
1438,33,1,2,6,"supporter",6,4,2,35,3,42,54,58,2,26,58,9,34,47,32,2,5,2,2,4,1,1,"ANGW",3,4,3,3,2,3,4,3,4,4,4,3,3,3,3,3,3,0,0,0
362,65,3,2,3,"opponent",2,6,2,79,7,4,71,64,7,77,29,64,72,12,3,4,2,3,4,2,1,1,"ANXW",6,6,6,6,3,3,4,3,3,4,2,3,4,3,3,3,3,0,0,0
622,34,5,2,5,"opponent",5,6,2,78,4,11,53,91,8,74,70,52,57,7,1,2,3,2,3,4,2,1,"ControlW",6,3,4,1,2,1,1,1,7,7,7,5,1,7,6,6,2,0,0,0
839,29,1,2,3,"supporter",10,5,2,95,0,96,0,98,0,0,95,0,4,49,4,4,3,2,4,3,2,1,"ControlW",6,6,6,6,2,1,2,2,3,4,3,2,2,5,5,5,2,0,0,0
506,63,5,1,2,"supporter",5,4,2,95,4,91,4,93,6,21,87,12,7,6,7,3,3,3,3,3,2,3,"ANGW",7,7,7,7,2,2,2,2,3,3,3,4,4,4,4,4,4,0,0,0
612,66,3,1,4,"opponent",2,6,2,82,0,32,80,83,0,95,35,73,95,0,0,4,2,4,1,5,2,2,"HappyW",3,3,4,2,4,3,4,3,6,7,6,3,4,5,5,4,4,1,0,0
565,63,3,1,4,"opponent",4,4,2,62,31,37,62,62,20,71,50,37,50,1,0,3,3,2,1,3,2,2,"ControlW",4,5,6,6,4,4,4,4,4,4,4,4,4,3,4,3,4,0,0,0
317,65,4,1,4,"opponent",1,7,2,91,0,0,100,100,0,96,0,90,95,0,0,5,1,1,1,3,1,2,"ControlW",7,7,7,1,1,1,1,1,1,1,4,1,1,7,7,7,1,0,0,0
734,54,2,2,2,"opponent",7,5,2,63,24,36,34,65,23,47,74,52,49,31,26,3,3,4,2,3,1,2,"ANGW",4,4,3,4,2,2,2,4,5,6,6,4,4,4,4,4,3,0,2,1
398,71,3,2,4,"opponent",0,7,2,98,0,0,99,89,0,97,1,65,60,1,0,1,2,1,1,4,1,2,"ANXW",7,7,7,1,2,1,2,2,1,1,1,1,1,7,7,6,2,0,0,2
530,32,1,2,3,"supporter",10,5,2,62,0,15,43,49,52,75,77,0,0,38,62,4,4,3,4,4,2,4,"ANGW",5,5,5,5,4,5,6,5,3,3,5,3,5,6,6,4,3,0,0,0
523,36,4,1,6,"supporter",1,4,2,62,58,0,99,68,50,51,53,0,2,50,0,3,2,3,4,2,4,2,"ControlW",4,4,5,3,5,3,3,4,4,3,5,4,4,4,5,3,6,0,0,0
1282,72,5,2,2,"opponent",3,4,2,88,3,16,88,88,4,53,13,2,10,15,2,5,4,5,5,4,5,1,"ANGW",3,3,4,3,2,2,2,2,1,1,1,2,2,6,6,5,2,0,1,0
7997,68,1,2,3,"opponent",9,4,2,83,6,6,85,85,6,51,82,51,67,6,0,4,3,2,2,3,2,5,"ControlW",7,7,7,7,2,2,2,2,3,2,3,3,4,7,6,5,2,0,0,0
502,73,4,2,3,"opponent",0,7,2,98,0,12,97,99,1,98,21,54,70,3,1,4,3,1,1,3,1,5,"HappyW",7,7,7,7,3,1,2,2,2,2,2,3,2,6,5,4,3,1,0,0
630,68,1,1,6,"opponent",2,6,2,85,0,0,99,84,1,84,40,50,74,1,1,5,3,2,1,4,1,1,"HappyW",4,7,7,1,2,3,4,2,7,7,7,6,4,6,4,4,3,2,0,0
615,37,1,2,5,"opponent",5,1,2,39,43,43,51,51,42,49,47,7,50,48,25,5,5,1,3,3,1,5,"ControlW",4,6,4,1,3,2,4,3,4,4,4,4,4,4,4,4,4,0,0,0
897,57,3,2,4,"opponent",7,5,2,91,4,49,92,94,3,46,53,54,100,1,0,4,3,3,1,4,1,1,"ANGW",6,6,5,7,6,5,6,6,5,5,5,5,5,4,4,4,5,0,2,0
327,71,1,1,3,"opponent",3,5,2,91,0,10,89,89,0,85,15,83,75,49,3,1,1,1,1,4,1,1,"ControlW",7,7,7,5,4,3,3,5,4,4,4,2,3,4,5,4,3,0,0,0
3387,33,2,2,4,"opponent",0,6,2,92,13,30,80,91,11,95,22,86,78,7,0,1,1,1,2,1,1,2,"ANGW",5,6,4,5,5,4,5,4,4,4,4,3,3,4,6,3,4,0,2,0
535,30,3,2,3,"supporter",10,4,2,46,42,58,59,53,63,68,53,58,58,47,36,3,3,3,3,3,3,3,"ANXW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
1091,49,5,1,2,"opponent",5,1,2,52,45,76,78,60,60,58,37,12,78,57,37,4,3,4,4,4,3,2,"ANGW",6,4,4,4,5,4,5,5,3,4,3,5,5,4,6,4,3,0,0,0
286,31,3,1,6,"opponent",5,2,2,47,0,0,77,62,0,50,50,62,22,31,1,3,4,3,3,4,3,1,"ControlW",6,6,6,5,3,3,4,3,3,5,3,2,3,6,6,4,4,0,0,0
725,68,4,1,3,"opponent",2,7,2,80,0,0,95,85,0,81,26,70,95,0,0,3,2,2,1,3,2,2,"HappyW",7,7,7,5,4,3,4,3,4,4,4,2,3,6,4,3,4,1,0,0
530,47,1,2,2,"supporter",8,5,2,62,57,56,59,64,54,59,58,61,60,59,58,4,4,4,4,4,4,4,"ControlW",5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,0,0,0
373,42,1,1,2,"opponent",5,1,2,58,2,4,1,68,1,7,51,48,51,51,1,3,3,3,3,3,3,1,"HappyW",4,4,4,4,4,4,4,4,7,7,7,4,4,4,4,4,4,2,0,0
673,39,2,2,5,"supporter",6,4,2,2,29,26,4,16,6,5,29,5,5,28,30,5,5,3,3,5,3,5,"ANXW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
287,58,3,2,2,"opponent",1,6,2,80,21,43,74,78,27,88,50,53,84,0,1,2,2,1,1,5,1,1,"ControlW",4,4,3,1,4,3,5,2,7,7,7,4,4,4,4,4,4,0,0,0
480,43,3,2,3,"opponent",9,6,2,50,0,50,50,50,0,50,50,50,0,75,0,4,5,5,4,5,5,3,"HappyW",4,4,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0
469,25,2,1,6,"opponent",5,4,2,71,14,41,62,56,14,50,50,66,68,16,0,4,3,1,1,2,1,1,"ANGW",3,4,4,5,4,4,4,4,5,4,5,3,3,3,4,2,4,0,0,1
962,31,3,2,3,"opponent",5,4,2,85,0,15,75,85,0,30,50,0,0,15,0,5,4,5,2,3,3,2,"ControlW",2,2,4,1,1,1,1,1,4,3,4,1,3,6,7,5,1,0,0,0
534,26,3,2,3,"opponent",1,4,2,15,10,18,11,11,14,11,13,14,15,11,24,3,3,3,3,3,3,2,"ControlW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
359,24,5,2,6,"opponent",1,5,2,97,2,1,97,98,2,99,2,50,50,0,2,3,3,1,3,1,1,1,"ANXW",7,7,7,6,2,2,2,1,5,2,5,1,1,5,7,3,4,0,0,1
934,40,1,1,6,"opponent",2,4,2,76,45,33,71,68,47,69,45,47,56,49,37,3,3,3,3,3,3,5,"ANGW",4,5,4,5,5,4,5,5,5,6,5,4,4,4,4,4,4,0,2,0
358,45,4,2,3,"opponent",5,4,2,74,0,1,49,83,0,21,5,5,18,3,1,3,4,1,3,3,1,3,"ANXW",7,6,7,6,3,3,3,2,2,2,2,4,4,5,4,4,4,0,0,0
723,32,1,1,6,"opponent",0,5,2,96,25,23,83,92,0,93,25,94,100,0,0,1,1,1,1,1,1,2,"ANGW",7,5,6,4,4,4,6,4,4,2,4,4,2,4,5,1,4,0,2,0
542,28,5,2,4,"supporter",10,5,2,51,8,50,11,55,10,13,100,0,1,91,11,2,4,1,5,2,1,1,"ANXW",5,3,5,4,1,1,2,2,5,2,3,2,3,7,7,7,1,0,0,0
4291,32,3,2,3,"opponent",3,6,2,55,17,16,41,53,12,81,52,13,71,53,0,5,4,4,1,5,3,1,"HappyW",4,4,5,1,2,2,3,5,5,4,7,6,5,4,7,4,4,1,0,0
625,35,1,2,3,"opponent",0,4,2,89,0,0,100,68,0,86,24,63,75,68,0,3,2,2,4,3,2,5,"ANGW",7,7,7,7,6,6,3,5,5,4,6,2,4,6,4,5,3,0,1,0
617,44,1,2,4,"opponent",2,5,2,99,0,0,98,99,1,79,9,6,27,1,1,1,3,1,1,2,1,1,"HappyW",7,7,7,7,1,1,1,1,1,2,1,1,1,7,7,7,1,1,0,0
5875,26,4,2,3,"opponent",5,4,2,65,24,25,65,65,50,50,50,0,50,50,50,5,5,4,2,4,3,1,"ANXW",5,5,4,4,2,1,4,3,4,5,4,2,4,6,5,5,3,0,0,0
786,54,2,2,4,"opponent",4,7,2,100,0,1,100,100,0,100,0,49,49,1,0,5,3,1,1,5,1,3,"ANXW",7,7,7,7,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,0
4113,47,3,2,6,"opponent",10,6,2,90,8,0,100,100,5,42,37,82,88,3,0,5,3,1,1,4,1,5,"HappyW",7,6,7,7,1,1,1,1,3,1,3,1,1,7,7,7,1,0,0,0
540,68,3,1,5,"opponent",2,7,2,71,23,27,73,81,22,81,21,83,75,1,0,1,1,1,1,1,1,4,"HappyW",7,1,7,1,4,2,2,2,4,4,4,1,2,7,6,4,4,2,0,0
2211,31,1,2,4,"opponent",5,2,2,76,12,13,88,69,9,50,50,0,51,15,0,4,4,4,3,5,3,2,"ControlW",7,7,7,7,3,3,3,2,3,3,3,3,4,5,6,5,4,0,0,0
592,34,1,2,5,"opponent",5,4,2,75,1,0,87,86,0,52,52,51,50,1,0,3,3,3,3,3,3,2,"ControlW",6,5,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,0,0,0
658,37,1,2,2,"opponent",5,5,2,0,0,0,50,0,0,49,51,25,0,0,64,5,4,2,3,3,2,1,"ControlW",4,4,4,4,1,1,1,1,4,3,3,1,1,7,7,7,1,0,0,0
462,61,4,1,3,"opponent",3,6,2,95,0,4,98,100,0,99,38,25,81,1,0,3,4,1,5,3,1,5,"ANXW",6,6,4,6,3,4,4,3,4,4,4,6,4,1,6,4,3,0,0,2
1615,41,4,1,4,"opponent",2,7,2,77,1,15,92,78,1,89,8,66,99,1,1,5,2,3,1,3,3,2,"ANGW",7,5,5,6,2,2,4,2,5,5,5,2,2,4,6,4,2,0,1,0
920,24,1,2,3,"supporter",5,4,2,64,9,67,40,64,4,50,47,48,47,58,53,3,3,3,3,3,2,5,"ControlW",4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
565,36,2,1,5,"opponent",3,6,2,91,45,21,92,93,37,58,40,3,44,34,0,2,1,1,1,3,2,1,"ControlW",7,7,5,7,4,2,3,3,4,5,5,6,5,3,3,4,4,0,0,0
723,40,1,2,3,"opponent",9,2,2,30,10,24,60,29,14,26,81,9,0,32,11,4,5,1,5,5,1,1,"ANGW",5,4,4,4,5,4,3,4,2,5,5,3,5,4,3,4,3,0,0,0
670,29,2,2,6,"opponent",4,3,2,80,22,28,77,73,0,68,50,10,0,47,0,3,4,1,2,3,1,1,"ANXW",5,5,4,4,1,2,2,2,7,7,7,1,2,4,5,1,4,0,0,0
470,68,4,2,6,"supporter",10,7,2,99,1,99,1,100,1,1,99,1,1,81,4,3,4,3,5,4,4,3,"HappyW",7,7,7,6,2,1,1,1,4,4,4,2,1,3,4,1,1,1,0,0
658,24,3,2,4,"opponent",5,1,2,71,1,21,70,70,30,54,48,1,1,68,14,3,3,3,3,3,3,4,"ControlW",3,3,6,1,2,2,2,2,4,4,4,3,3,4,6,4,5,0,0,0
915,33,1,1,6,"supporter",5,2,2,52,52,38,40,34,34,24,28,30,41,41,33,3,3,3,3,3,3,1,"ANGW",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0
4784,24,3,2,1,"supporter",4,4,2,86,0,49,49,68,0,77,25,19,0,29,0,4,5,1,2,4,1,1,"ANXW",5,4,4,5,2,2,2,3,4,4,4,4,4,5,6,4,3,0,0,0
355,66,5,2,3,"supporter",9,7,2,81,31,78,12,88,12,17,81,22,55,81,2,3,5,4,2,4,4,3,"ControlW",6,6,6,2,5,4,5,3,6,7,6,4,2,4,3,4,4,0,0,0
1336,52,1,1,3,"opponent",5,7,2,70,6,1,98,55,2,9,73,76,86,50,3,1,2,1,1,1,1,1,"ANXW",6,7,7,5,2,2,2,4,5,4,4,1,2,3,4,4,4,0,0,1
366,61,4,1,6,"supporter",10,5,2,99,50,2,48,100,2,51,87,26,63,1,3,2,4,2,3,3,1,1,"ControlW",7,7,7,4,4,4,4,4,7,7,7,4,4,4,4,4,4,0,0,0
625,45,3,2,3,"opponent",2,6,2,61,38,39,65,66,16,61,40,65,75,6,2,2,2,1,1,2,1,1,"ControlW",4,5,6,6,4,4,4,4,6,6,6,4,4,4,4,4,4,0,0,0
530,66,1,1,3,"opponent",1,7,2,90,1,8,100,88,0,100,9,82,99,0,1,1,1,1,1,2,1,2,"ANGW",7,6,7,4,2,1,2,1,3,4,3,1,1,6,7,4,3,0,1,0
339,58,5,1,6,"opponent",3,4,2,59,30,15,60,66,20,50,33,18,47,26,31,4,4,3,3,3,3,3,"ANGW",4,3,4,1,4,5,5,3,6,6,5,2,4,2,3,4,3,0,1,0
460,57,1,2,3,"opponent",5,7,2,73,0,0,80,53,0,77,0,0,52,0,0,5,5,2,1,3,1,2,"ANGW",7,7,7,7,1,1,1,1,2,1,1,1,1,7,7,7,1,0,0,0
582,27,5,2,5,"opponent",5,7,2,70,1,0,28,51,0,0,52,50,0,11,0,1,2,1,2,4,1,1,"HappyW",7,7,7,5,2,2,2,2,4,3,3,4,3,6,7,5,2,0,0,0
637,45,1,1,3,"supporter",10,5,2,98,1,99,1,98,1,1,98,2,2,1,3,3,3,4,3,3,3,2,"ControlW",7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,1,7,0,0,0
623,65,5,1,3,"opponent",5,2,2,65,1,1,75,60,1,80,50,50,80,50,0,4,2,1,1,3,1,5,"ANXW",4,6,4,4,4,4,4,4,4,3,4,4,4,6,4,4,4,0,0,1
349,59,1,2,3,"opponent",7,7,2,81,54,1,98,79,5,53,12,0,80,1,0,3,2,1,1,3,1,2,"ANXW",7,7,7,7,4,1,3,1,3,4,4,2,1,7,4,2,4,0,0,1
578,68,4,2,6,"opponent",3,6,2,89,59,10,90,90,75,57,72,75,97,9,2,4,1,2,2,4,1,1,"HappyW",7,6,7,1,1,1,2,2,2,1,1,3,3,2,2,2,2,2,0,0
467,64,4,1,6,"opponent",1,6,2,81,14,14,82,81,11,90,35,90,90,0,1,4,2,4,1,5,4,4,"HappyW",7,7,7,1,2,2,3,2,4,4,4,2,2,4,4,4,2,2,0,0
444,64,3,2,3,"opponent",0,5,2,94,2,6,91,92,2,86,15,73,86,0,1,5,2,1,2,2,1,2,"ANGW",7,7,4,1,1,1,1,4,1,1,1,2,1,7,7,7,1,0,0,0
341,61,4,1,6,"supporter",8,7,2,100,0,100,0,100,1,20,99,50,0,60,0,4,5,4,3,4,3,2,"HappyW",7,7,7,6,2,1,2,2,4,6,4,5,2,7,4,5,1,1,0,0
1007,37,4,2,6,"opponent",5,5,2,77,20,0,100,76,18,50,50,100,50,1,0,3,1,1,3,3,1,1,"ControlW",7,7,7,1,4,4,4,1,4,4,4,1,4,4,6,4,5,0,0,0
281,28,1,1,3,"supporter",6,3,2,52,54,53,32,54,55,51,51,33,54,54,18,3,3,1,1,2,1,1,"ANGW",5,6,6,5,4,4,4,4,4,4,4,4,3,3,4,4,3,0,1,0
704,45,3,1,2,"opponent",9,6,2,85,0,4,86,83,2,15,89,51,82,0,0,3,3,2,1,3,2,1,"ANGW",7,7,6,1,2,2,2,2,2,2,2,2,2,3,3,6,2,0,0,0
330,60,4,1,6,"supporter",10,7,2,99,4,98,48,94,3,7,92,33,13,6,4,2,5,2,3,5,2,1,"HappyW",7,7,7,6,1,2,1,1,4,3,4,4,1,3,4,4,1,1,0,0
973,66,3,1,3,"supporter",9,5,2,79,15,54,52,79,10,33,77,39,18,81,1,3,4,3,4,3,3,3,"HappyW",3,7,4,5,4,4,4,4,6,7,6,4,4,4,4,4,4,2,0,0
764,67,3,2,3,"opponent",6,7,2,74,0,0,99,78,0,31,26,50,74,0,0,3,3,2,3,4,1,1,"ANXW",7,7,7,7,1,1,1,1,3,3,3,1,1,7,7,7,1,0,1,0
558,45,3,2,4,"opponent",4,3,2,27,13,10,7,18,46,14,13,10,21,15,36,3,3,3,3,3,3,3,"HappyW",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,0,0,0
532,24,1,1,6,"supporter",10,6,2,53,48,60,42,63,65,68,48,73,67,53,67,3,3,3,2,3,4,5,"ANGW",5,4,5,3,5,3,3,4,3,6,5,4,5,5,6,5,3,0,0,0
625,46,1,1,3,"opponent",5,1,2,99,0,50,50,99,0,50,50,1,99,1,1,5,3,1,1,5,1,1,"ANXW",7,4,4,4,6,6,6,6,6,6,6,5,5,4,5,1,5,0,0,0
8886,66,4,2,3,"opponent",3,4,2,75,30,26,72,62,22,60,32,50,49,8,0,1,2,1,1,2,1,2,"ANXW",6,6,3,1,3,2,3,3,3,4,4,3,3,3,3,3,3,0,0,1
312,67,5,2,4,"opponent",0,6,2,90,11,9,84,94,8,80,5,51,82,4,1,2,3,1,1,4,1,3,"ANGW",6,6,6,2,2,1,2,2,4,4,4,2,2,3,5,5,3,0,0,0
537,67,3,2,6,"opponent",0,4,2,86,1,0,100,80,1,89,0,0,52,1,0,4,3,3,3,4,3,1,"ANGW",4,7,7,1,4,2,3,4,4,4,4,4,3,5,4,5,4,0,1,0
454,66,5,1,3,"opponent",1,6,2,87,0,0,86,88,0,85,11,37,54,0,0,3,1,1,1,1,1,1,"ANGW",7,7,5,4,3,2,3,2,4,4,4,3,3,4,4,4,4,0,2,0
775,64,2,1,4,"supporter",3,6,2,93,0,95,13,94,0,26,76,5,50,4,1,4,5,4,4,5,4,1,"ANGW",2,4,4,3,1,2,2,2,4,4,4,2,1,6,6,6,1,0,2,0
328,54,2,1,3,"supporter",5,1,2,70,1,81,22,86,1,53,42,2,37,32,2,3,1,3,2,3,2,2,"ANGW",5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,1,0
378,68,2,2,3,"opponent",2,4,2,71,0,12,90,90,1,31,50,10,93,1,0,4,4,1,1,3,1,2,"ANGW",5,7,7,6,3,2,4,2,4,4,4,5,5,6,3,5,2,0,0,0
644,52,2,1,6,"opponent",1,6,2,66,25,7,90,53,5,64,14,72,29,2,1,1,1,4,1,1,3,2,"HappyW",7,6,4,7,5,3,4,2,4,6,5,2,2,4,4,2,4,0,0,0
9226,54,3,2,2,"opponent",2,7,2,81,1,1,99,74,0,80,4,44,75,4,1,5,5,2,1,5,1,3,"ControlW",7,7,7,7,1,1,1,1,4,2,4,1,1,7,7,3,1,0,0,0
504,42,2,2,6,"opponent",2,6,2,93,4,1,78,50,1,50,99,50,100,0,0,5,2,1,1,4,1,1,"ANGW",1,2,4,1,4,2,3,2,4,5,4,5,4,5,6,3,4,0,1,0
425,62,4,2,6,"supporter",10,7,2,100,0,100,0,100,0,19,100,25,23,50,0,1,4,2,4,3,2,3,"ANGW",7,7,7,7,2,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0
479,48,1,2,6,"opponent",5,7,2,100,1,1,48,99,1,54,48,49,50,53,1,5,1,1,1,1,1,1,"ANXW",1,1,7,7,1,1,1,1,1,1,1,1,1,7,7,7,1,0,1,0
389,55,5,2,6,"supporter",7,5,2,85,3,61,15,81,3,48,48,21,15,80,15,3,4,4,5,4,3,1,"ANXW",3,4,4,5,3,3,3,2,5,5,5,5,3,3,5,3,5,0,1,0
343,50,1,1,5,"opponent",3,7,2,97,0,0,94,95,0,50,50,5,50,0,0,4,4,1,2,4,1,1,"ANXW",7,7,7,7,4,4,4,3,4,4,4,4,3,5,4,4,4,0,0,0
8748,56,5,1,4,"opponent",0,4,2,98,17,59,47,99,21,100,53,45,31,28,0,3,3,2,1,3,1,5,"HappyW",4,4,4,4,4,4,4,4,5,4,6,4,4,4,4,4,4,1,0,0
364,70,5,1,6,"supporter",7,7,2,99,1,100,1,99,2,49,47,1,49,47,1,3,3,3,3,3,3,2,"ControlW",7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0
538,68,4,1,4,"opponent",2,6,2,92,2,4,81,73,7,90,4,45,64,1,0,3,3,4,3,3,4,2,"ANXW",7,7,7,7,1,1,2,1,3,4,3,1,1,1,1,1,1,0,0,0
370,57,1,1,4,"opponent",1,2,2,98,2,1,99,95,40,95,3,5,94,1,5,3,4,1,1,3,1,1,"ANXW",7,7,7,1,1,1,1,1,4,5,4,2,2,7,6,5,1,0,0,1
712,59,1,1,3,"supporter",10,4,2,100,0,100,22,100,0,9,100,41,41,0,0,1,4,1,1,3,1,1,"HappyW",7,7,7,7,1,1,2,1,4,5,4,5,2,5,7,3,1,2,0,0
507,52,5,1,6,"opponent",5,4,2,59,18,9,39,56,23,49,49,21,45,60,2,3,3,3,2,2,3,5,"HappyW",4,4,4,4,4,2,3,2,4,3,3,2,2,5,5,4,2,1,0,0
487,71,3,1,4,"opponent",5,5,2,100,1,31,97,100,0,65,50,61,81,0,0,4,2,1,1,3,1,1,"ControlW",7,7,7,1,5,4,4,5,5,4,4,4,4,6,3,4,3,0,0,0
659,63,1,1,3,"opponent",3,5,2,66,17,20,82,74,15,66,21,59,88,8,3,3,2,2,1,2,2,2,"ANGW",7,6,7,6,3,4,4,3,4,4,4,3,2,5,5,4,4,0,0,0
612,32,5,1,6,"opponent",1,3,2,75,32,38,66,84,20,91,26,65,79,16,0,3,2,1,1,2,1,2,"HappyW",5,6,5,5,5,4,5,4,4,4,4,3,2,3,4,3,5,2,0,0
